,oz4,oz5,(oz27_mmnorm-oz4),((oz3_radian+oz1)+oz2_relu),(oz2_relu_square*oz3),(((oz3_radian+oz1)+oz2_relu)-oz1_radian_tanh),(((oz3_radian+oz1)*oz2_mmnorm_tanh)+(oz1_radian+oz2_zscore)),(oz2_mmnorm_tanh_relu+oz1_tanh),((oz2_relu_sigmoid*oz2_mmnorm_degree)*(oz7_radian-oz5_tanh)_degree),oz3_radian_sigmoid_relu_negative
0,0.045135293,0.7342294,0.77103513,1.9253353,0.9336334999999999,1.9110034,1.6752591000000001,1.358387,-1242.4543,-0.5034261
1,1.2407947,-0.98548853,-0.43337083,-1.8095381999999998,-0.0,-1.7780898999999997,-1.4545561000000002,-0.74012315,267.74222000000003,-0.4982287
2,-0.086228624,-0.27238578,0.9953540999999999,0.309233,-0.0,0.3038277,-0.3972828,0.65128356,148.31076000000002,-0.49988237
3,1.3586028,-0.5967574000000001,-0.6851153,-0.78883046,0.0,-0.7750187,-1.0091795000000001,-0.37657353,243.43427999999997,-0.500644
4,-1.5418588,-0.5198640999999999,1.7123181,-0.136522,-0.0,-0.13434578,-0.15434732,0.32980138,404.99362,-0.49704143
5,-0.29046,0.850118,0.9119295000000001,3.2915053,1.0465311,3.2597432,2.8419738,1.6853285,-1687.773,-0.5021348
6,-1.1043399999999999,-0.9097315,1.4623701999999998,-0.7468800999999999,-0.0,-0.7342729,-0.55452883,-0.19679227,546.7606,-0.49387452
7,-1.3610528,-0.9791766,1.7665837,-1.7042755,-0.0,-1.6750405,-1.6894770000000001,-0.86966026,75.42052,-0.4928111
8,-0.6350104,-0.5679609,0.8805363000000002,-0.32134998,-0.0,-0.31601346,-0.54664946,0.07736927,315.76804,-0.49610326
9,-1.3854315000000001,-1.1615167,1.442735,-0.6279908000000001,-0.0,-0.61724484,-0.6627678000000001,-0.17301619,524.9466,-0.49693236
10,-0.23105595,-0.44521523,1.1510521999999999,0.0729513,-0.022216616,0.07708573,0.17919746,0.30975556,505.82285,-0.49901542
11,-1.4253176,-0.82303077,1.5257485,-0.8988773999999999,-0.0,-0.8836537,-0.96239847,-0.39219537,355.8429,-0.49336106
12,1.4256662,2.2907672000000003,-1.1248063999999998,2.3663373,5.7681684,2.3520052000000002,2.1575446,1.4171963,-2441.4155,-0.51117814
13,1.4454235,0.7820814,-0.56369245,0.9768886,0.8852704,0.97383505,0.9062300999999999,0.8037847,-1096.0347,-0.50640935
14,0.34411788,1.0056114999999999,0.35906583,1.9780822,1.4245782,1.965743,1.77964,1.3163207000000001,-1723.7303,-0.5039447
15,-1.6255819999999999,-0.62568825,1.8014213,0.06877442,-0.0,0.06740489599999999,-0.088297285,0.5251347,449.00455,-0.4975767
16,1.1372445,1.9280323,-1.0854914,1.536584,0.8791351000000001,1.5223782,1.2255762,1.2870393999999998,-1500.7007,-0.50804675
17,-0.62766314,-0.5144373999999999,0.6983291,-0.50167364,-0.0,-0.49327570000000004,-1.3059688999999999,-0.28788674,122.94303000000001,-0.49487615
18,-0.409884,-0.9448639999999999,0.44246793,-1.9775044999999998,-0.0,-1.943438,-1.7340968,-0.9134235,55.264880000000005,-0.49377906
19,-1.1949703999999999,-0.99436957,1.5721103,-0.0093854815,-0.021027451000000003,-0.007346903,0.057563283,0.3869381,743.9507,-0.49451660000000003
20,-1.6632411,-1.3215518999999998,2.2030964,1.2927657,-0.1280965,1.274718,0.8443458,1.3121235,1006.13635,-0.49316450000000006
21,0.19839859,-0.8789603000000001,0.63635,-1.5441816000000002,-0.0,-1.5176113000000002,-1.6361461000000002,-0.8251963999999999,96.05967,-0.49463698
22,-1.0769739,-1.0891691000000001,1.538685,0.45222557,-0.17932747,0.4510258,0.43188843,0.6290184,977.7304,-0.49517690000000003
23,1.5381906,-0.79095554,-0.55073494,-1.3909441999999999,-0.0,-1.3669192,-1.501741,-0.73911345,159.65962,-0.4964634
24,-1.4374505,-0.41927879999999995,1.6987886000000003,1.1120775,-0.20731522,1.1038430000000001,0.93889904,1.0473284999999999,646.6906,-0.49785146
25,1.6833394,0.008081188000000001,-1.0518631999999999,-0.91926205,0.0,-0.9031049999999999,-1.0782518,-0.45668906,6.0395026,-0.5016372
26,0.9008431999999998,2.60352,-0.481521,3.1659580000000003,2.8609822,3.1341171,2.67135,1.6650131000000001,-2260.1409,-0.50725174
27,-0.97871685,0.74485475,1.3277341999999999,2.1929297,0.6697211999999999,2.1764984,1.9308039000000001,1.4417678,-1362.7013,-0.50188875
28,-0.58325064,-0.20183177,1.0579636000000001,-0.06332499,-0.0,-0.06239425,-0.25574428,0.36804962,159.63703999999998,-0.49750057
29,-1.0915568000000002,-0.69853944,1.4472971000000001,1.3625287,-0.12165853,1.3457195,0.9633429,1.3078955,756.6629,-0.49687067
30,-0.09063601,0.7832899,0.31197074,2.3029294,1.887509,2.2885222,2.0963757,1.4144423000000002,-1716.4011,-0.5038530999999999
31,-0.964018,-0.9616235000000001,1.1636916000000002,0.118694305,-0.0,0.11628548,-0.5019692,0.47959894,444.1318,-0.49516980000000005
32,1.588299,0.01489044,-1.3215485,-0.2785587,0.0,-0.27358332,-1.1197631000000001,-0.07323192,-10.883769000000001,-0.50162804
33,-0.45393762,0.45840016,0.93119884,2.1699857999999996,0.31275862,2.1524765,1.8795785,1.4567316000000001,-857.678,-0.5010095999999999
34,-1.4793165000000001,-0.39414084,1.5223601,0.41443359999999996,-0.12816398,0.41760513,0.48689902,0.41928452,521.94824,-0.4984585
35,-0.35385576,-0.012304697,0.73817354,2.1075826,0.019120356,2.0895547999999997,1.795625,1.4552524,70.11249000000001,-0.5000723
36,-1.6796133999999998,-1.4885536,1.8071325,0.16681875,-0.1875494,0.17038314,0.26305413,0.3568538,1099.77,-0.49468318
37,1.4745308000000001,-0.2713345,-1.2281084,-0.9919378000000001,0.0,-0.97446567,-0.9128779,-0.42334014,142.78998,-0.5023111
38,-0.17057598,-0.6373124,0.38848805,0.036525425,-0.0,0.035722952,-0.83342063,0.3092972,237.83073,-0.49763682
39,-0.07086521,0.5091312,0.08567052,1.139473,0.47110155,1.1355038,1.0612742,0.8757537000000001,-900.0538300000001,-0.5025268
40,1.4151196000000001,1.6630175999999999,-0.5540073,2.1940405,2.4242399,2.1782072,1.9380083,1.4280372,-2098.5056,-0.5066609999999999
41,-0.98919994,-0.7057268,1.7802713,-0.9560335999999999,-0.0,-0.939634,-1.2713136999999999,-0.53136843,207.20651,-0.49591908
42,-0.2092864,-0.31578997,0.9101100000000001,-1.1072509,0.0,-1.0879183000000001,-0.8185996,-0.41695288,191.85426,-0.5001415
43,-1.2613756999999999,-0.9061950000000001,1.3918037,-0.74616754,-0.0,-0.73347926,-0.4070849,-0.1578095,608.1698,-0.49521416
44,-1.1652809,-0.73358643,1.4538002,0.27191370000000004,-0.110624075,0.27551493,0.3593098,0.37344137,846.77704,-0.49795985
45,-1.2124752,0.17612705,1.6812732,2.4859445,-0.7298184,2.4658184,2.1853623,1.5384538,-357.4385,-0.49822587
46,1.4658107,2.1882155,-0.86462283,2.1733289,1.3990378,2.1511292,1.7349352999999998,1.500964,-1723.1747,-0.50808614
47,-0.41596925,-0.03760723,0.84386253,2.3893603999999997,0.020710077,2.375905,2.2159,1.4040601000000001,24.25131,-0.5000345
48,-0.2359594,0.6001837,0.9681806000000001,1.4623743999999999,0.05666631,1.4429326,0.97414243,1.3531315000000002,-663.44464,-0.50214225
